# A 12-vector representing the current configuration of the robot
# 	3 variables for the chassis configuration (theta, x, y)
# 	5 variables for the arm configuration (J1, J2, J3, J4, J5)
# 	and 4 variables for the wheel angles (W1, W2, W3, W4)
0.60012618,-0.00016326,2.961e-05,-0.00120633,-0.342435,-0.70844746,-0.50214861,9.61e-06,-0.00596267,0.00099359,-0.00391717,-0.00105191,0.0
0.60133084,-0.00161944,0.00038323,-0.01310658,-0.26998654,-0.80446713,-0.47888559,0.00010296,-0.06027657,0.01314523,-0.03870287,-0.00842844,0.0
0.60242913,-0.0028242,0.0007918,-0.0247103,-0.20244709,-0.88750186,-0.46369396,0.00019144,-0.10666518,0.02746125,-0.06728756,-0.01191633,0.0
0.60342033,-0.00384199,0.00121095,-0.03602011,-0.13884198,-0.96006583,-0.45503433,0.00027526,-0.14676309,0.04226794,-0.09131774,-0.01317737,0.0
0.60430564,-0.00471213,0.00161537,-0.04704058,-0.07850322,-1.02388615,-0.45184764,0.00035461,-0.18159328,0.05660908,-0.11179645,-0.01318772,0.0
0.60508735,-0.00546081,0.00198973,-0.05777724,-0.02096619,-1.080197,-0.45336447,0.00042969,-0.21185941,0.06990317,-0.12939076,-0.01256545,0.0
0.60576826,-0.00610674,0.00232436,-0.0682361,0.0340961,-1.12991423,-0.45899613,0.00050071,-0.23808222,0.08178221,-0.1445756,-0.01172439,0.0
0.6063516,-0.0066641,0.00261312,-0.07842357,0.08691826,-1.17375166,-0.46826713,0.00056998,-0.26067229,0.09200987,-0.15770929,-0.01095311,0.0
0.60684054,-0.00714386,0.00285196,-0.08834587,0.13765435,-1.21223887,-0.48079498,0.00063345,-0.27995621,0.10043035,-0.16906721,-0.01045865,0.0
0.60723867,-0.00755524,0.0030385,-0.09800971,0.18642569,-1.24585543,-0.49623052,0.0006964,-0.29622222,0.10695048,-0.17887904,-0.01039269,0.0
0.60754953,-0.0079058,0.00317137,-0.10742159,0.23331003,-1.27498309,-0.51427256,0.0007603,-0.30971488,0.11151544,-0.18733245,-0.01086699,0.0
0.60777661,-0.00820202,0.00324994,-0.11658796,0.2783582,-1.29994867,-0.53464833,0.0008267,-0.32064952,0.11409908,-0.19458596,-0.01196448,0.0
0.60792355,-0.00844965,0.00327424,-0.12551546,0.32161191,-1.32106511,-0.55709995,0.00090231,-0.32922465,0.11470068,-0.20077875,-0.01374523,0.0
0.60799387,-0.00865357,0.00324469,-0.13421042,0.36309291,-1.33859432,-0.58139439,0.00099023,-0.33561514,0.1133331,-0.20602937,-0.01625267,0.0
0.60799003,-0.00881751,0.00316145,-0.14267775,0.40275915,-1.35263692,-0.60734197,0.00106594,-0.33995097,0.11000094,-0.21042741,-0.01952262,0.0
0.60791555,-0.00894549,0.00302557,-0.15092378,0.44062392,-1.36343755,-0.63472477,0.00113642,-0.34238347,0.10474226,-0.21406737,-0.02357385,0.0
0.60777432,-0.00904146,0.00283858,-0.1589554,0.47672873,-1.37129339,-0.66333042,0.00122291,-0.34306762,0.09761297,-0.21704095,-0.02841371,0.0
0.60756902,-0.00910823,0.00260147,-0.16677772,0.51104682,-1.37632318,-0.69298951,0.00131291,-0.34211214,0.08864945,-0.21941333,-0.03404937,0.0
0.60730235,-0.00914844,0.00231537,-0.17439586,0.54355481,-1.37864807,-0.72353416,0.00139528,-0.33962109,0.07789271,-0.22124505,-0.04048333,0.0
0.60697753,-0.00916488,0.00198188,-0.18181571,0.57427308,-1.37847197,-0.75479827,0.00147827,-0.33570944,0.06540234,-0.22259871,-0.0477084,0.0
0.60659784,-0.00916014,0.00160281,-0.18904315,0.60323704,-1.3760085,-0.78663364,0.00157502,-0.33048775,0.05124397,-0.223532,-0.05571183,0.0
0.60616533,-0.00913602,0.00117922,-0.19608243,0.63040775,-1.37130167,-0.81890437,0.00166147,-0.32402976,0.0354563,-0.22408491,-0.0644886,0.0
0.60568351,-0.00909497,0.0007132,-0.20293973,0.65585803,-1.36460576,-0.85148884,0.00176364,-0.31644507,0.01811722,-0.22431079,-0.07401711,0.0
0.60515422,-0.0090385,0.00020577,-0.20961895,0.67955172,-1.35594332,-0.88426598,0.00185425,-0.30779596,-0.00073519,-0.22424183,-0.08428935,0.0
0.60458081,-0.00896878,-0.00034089,-0.21612606,0.70157735,-1.34556121,-0.9171448,0.00196163,-0.29818409,-0.02102072,-0.22392513,-0.09527971,0.0
0.60396494,-0.00888707,-0.00092579,-0.22246467,0.72190088,-1.3334618,-0.95001576,0.00205513,-0.2876624,-0.04270328,-0.22338691,-0.10697881,0.0
0.60331041,-0.00879559,-0.0015463,-0.22864128,0.74066882,-1.31996074,-0.98283924,0.0021864,-0.27633902,-0.06568618,-0.22267382,-0.11935142,0.0
0.60261815,-0.00869516,-0.00220194,-0.23465855,0.75780783,-1.3049691,-1.01549906,0.00230236,-0.26424608,-0.08995096,-0.22180286,-0.13239418,0.0
0.6018914,-0.00858761,-0.00289041,-0.24052217,0.77343981,-1.28873044,-1.04797069,0.00244046,-0.25147422,-0.11541277,-0.22081202,-0.14607497,0.0
0.60113136,-0.00847383,-0.00361091,-0.24623517,0.7875282,-1.27120715,-1.0801538,0.00256156,-0.23806074,-0.14204334,-0.21971895,-0.16038516,0.0
0.6003412,-0.00835548,-0.00436117,-0.25180305,0.80020385,-1.25263397,-1.11205229,0.00270585,-0.22409142,-0.16975816,-0.2185583,-0.1752913,0.0
0.59952304,-0.00823377,-0.00513966,-0.25722993,0.81151751,-1.23310114,-1.14363609,0.00287525,-0.20962418,-0.19850161,-0.21735394,-0.19077184,0.0
0.59867776,-0.00810932,-0.00594576,-0.26251845,0.82142942,-1.21255039,-1.17480029,0.00302491,-0.19468678,-0.22825129,-0.21611864,-0.20681943,0.0
0.59780848,-0.00798367,-0.00677717,-0.2676739,0.83008162,-1.19120696,-1.20559681,0.00320202,-0.17935973,-0.25892161,-0.21488305,-0.22339831,0.0
0.59691592,-0.00785731,-0.00763336,-0.27269872,0.83743026,-1.16900022,-1.23590914,0.00335678,-0.16366474,-0.29049484,-0.21365707,-0.24050254,0.0
0.59600248,-0.00773143,-0.0085125,-0.27759733,0.84357325,-1.14607609,-1.26576265,0.00351425,-0.14766433,-0.32290313,-0.21246411,-0.25810339,0.0
0.59506992,-0.00760691,-0.00941322,-0.28237335,0.84856018,-1.12250146,-1.2951403,0.00367416,-0.13140465,-0.35609709,-0.21132166,-0.27618009,0.0
0.59411996,-0.00748461,-0.01033416,-0.2870303,0.85244017,-1.09833977,-1.32402958,0.00383669,-0.11493012,-0.39002811,-0.21024625,-0.29471196,0.0
0.59315365,-0.00736504,-0.01127455,-0.29157102,0.85521601,-1.07358538,-1.35234757,0.00397301,-0.09826682,-0.42466704,-0.20924744,-0.31368639,0.0
0.59217509,-0.00725007,-0.01223117,-0.29600135,0.85711308,-1.048552,-1.38037498,0.00419742,-0.08152012,-0.45989705,-0.20836383,-0.33305329,0.0
0.59118389,-0.00713956,-0.01320428,-0.30032257,0.85803693,-1.02308885,-1.40789551,0.00442341,-0.06468074,-0.49572805,-0.20759203,-0.35281672,0.0
0.59018228,-0.00703458,-0.01419216,-0.30453846,0.85807254,-0.99730273,-1.43499377,0.0046819,-0.04780455,-0.53209837,-0.2069526,-0.3729503,0.0
0.58917033,-0.00693507,-0.01519467,-0.30865094,0.85717808,-0.97112393,-1.46148923,0.00491077,-0.03089166,-0.56900218,-0.20644393,-0.39344989,0.0
0.58815083,-0.00684237,-0.01620966,-0.31266417,0.85547447,-0.94470691,-1.48756507,0.00517275,-0.01401421,-0.60636256,-0.20609339,-0.41428334,0.0
0.58712301,-0.00675589,-0.01723751,-0.31657955,0.85289128,-0.91794817,-1.5129154,0.00537134,0.00285371,-0.64419272,-0.20588696,-0.43545201,0.0
0.58609103,-0.00667782,-0.01827515,-0.32040197,0.84960836,-0.89107477,-1.53795847,0.00563678,0.0195978,-0.68238364,-0.20587178,-0.45691402,0.0
0.58505399,-0.00660742,-0.01932302,-0.32413279,0.84556063,-0.86399449,-1.56236467,0.00586967,0.03625049,-0.72095074,-0.20602992,-0.47867028,0.0
0.58401461,-0.00654618,-0.02037917,-0.32777559,0.84084278,-0.83681855,-1.58636558,0.00613684,0.0527362,-0.75982421,-0.20639329,-0.50069467,0.0
0.58297331,-0.00649408,-0.02144312,-0.33133258,0.83545835,-0.80954584,-1.60984134,0.00640411,0.06904843,-0.79898663,-0.20696127,-0.52297689,0.0
0.58193121,-0.00645161,-0.02251392,-0.33480637,0.82944051,-0.78221282,-1.63278914,0.00667126,0.08515886,-0.83840456,-0.20774364,-0.54550201,0.0
0.58088945,-0.00641925,-0.02359064,-0.33819953,0.82282177,-0.75485575,-1.6552056,0.00693809,0.10103997,-0.87804554,-0.20874999,-0.56825555,0.0
0.57984909,-0.00639745,-0.0246724,-0.34151449,0.81563378,-0.72751094,-1.67708642,0.0072044,0.1166653,-0.9178785,-0.20998951,-0.59122369,0.0
0.57881116,-0.00638663,-0.02575835,-0.34475371,0.8079075,-0.70021497,-1.69842636,0.00747,0.13200927,-0.95787355,-0.21147114,-0.61439313,0.0
0.57777662,-0.0063872,-0.02684768,-0.34791951,0.79967374,-0.67300522,-1.71921911,0.00773467,0.14704713,-0.99800154,-0.21320352,-0.63775091,0.0
0.57674646,-0.00639952,-0.02793958,-0.35101419,0.79096272,-0.64591995,-1.73945696,0.00799827,0.16175524,-1.0382347,-0.21519486,-0.66128463,0.0
0.57572158,-0.00642398,-0.02903329,-0.35403998,0.78180513,-0.61899954,-1.75913045,0.00826057,0.17611122,-1.07854607,-0.21745276,-0.68498209,0.0
0.57470286,-0.0064609,-0.03012805,-0.35699907,0.77223165,-0.59228591,-1.77822858,0.0085214,0.19009392,-1.11890948,-0.21998421,-0.70883134,0.0
0.57369113,-0.00651057,-0.03122314,-0.35989351,0.76227369,-0.5658239,-1.79673812,0.00878059,0.20368397,-1.15929957,-0.22279518,-0.7328204,0.0
0.57268714,-0.0065732,-0.03231785,-0.36272537,0.75196334,-0.53966104,-1.8146439,0.00903795,0.21686377,-1.19969141,-0.22589054,-0.7569371,0.0
0.57169164,-0.00664893,-0.03341148,-0.36549658,0.74133423,-0.5138492,-1.83192778,0.00929332,0.22961864,-1.24006067,-0.22927326,-0.78116874,0.0
0.57070529,-0.00673784,-0.03450335,-0.36820902,0.73042112,-0.48844348,-1.84856958,0.00954652,0.24193663,-1.28038289,-0.23294443,-0.80550179,0.0
0.56972869,-0.00683988,-0.03559275,-0.37086447,0.71926119,-0.46350488,-1.86454562,0.00979738,0.25381027,-1.32063364,-0.23690196,-0.82992138,0.0
0.56876235,-0.00695482,-0.03667899,-0.3734646,0.70789354,-0.43909874,-1.87982971,0.01004576,0.26523674,-1.36078788,-0.24114033,-0.85441078,0.0
0.56780666,-0.00708224,-0.03776135,-0.37601095,0.69636027,-0.41529693,-1.89439218,0.0102915,0.27622006,-1.40081968,-0.24564902,-0.87895059,0.0
0.56686193,-0.00722149,-0.0388391,-0.37850494,0.68470595,-0.39217624,-1.90820084,0.01053447,0.2867717,-1.44070177,-0.25041182,-0.90351825,0.0
0.56592832,-0.0073716,-0.03991146,-0.38094784,0.67297853,-0.36981981,-1.9212206,0.01077452,0.29691294,-1.48040482,-0.25540509,-0.92808679,0.0
0.56500577,-0.00753127,-0.04097761,-0.3833407,0.6612286,-0.34831529,-1.93341434,0.01101151,0.30667636,-1.51989728,-0.2605966,-0.95262433,0.0
0.56409409,-0.00769875,-0.04203668,-0.38568439,0.64950931,-0.32775392,-1.94474397,0.01124528,0.31610747,-1.55914455,-0.26594417,-0.97709292,0.0
0.56319285,-0.00787185,-0.0430877,-0.38797952,0.63787606,-0.30822968,-1.95517087,0.01147574,0.32526707,-1.59810871,-0.27139392,-1.00144771,0.0
0.56230142,-0.00804787,-0.04412969,-0.39022651,0.62638462,-0.28983485,-1.96465847,0.01170276,0.33423114,-1.63674837,-0.27688032,-1.02563687,0.0
0.56141889,-0.00822364,-0.04516156,-0.39242547,0.61509057,-0.27265868,-1.97317306,0.01192622,0.34309215,-1.67501868,-0.28232526,-1.04960122,0.0
0.56054419,-0.00839543,-0.04618219,-0.39457629,0.60404746,-0.25678322,-1.98068605,0.01214604,0.35195773,-1.71287167,-0.28763912,-1.07327477,0.0
0.55967599,-0.00855918,-0.04719042,-0.39667864,0.59330442,-0.24227923,-1.98717566,0.01236208,0.36094821,-1.75025741,-0.29272275,-1.09658637,0.0
0.55881281,-0.00871054,-0.04818511,-0.39873202,0.58290533,-0.22920446,-1.9926279,0.01257426,0.37019347,-1.78712492,-0.29747009,-1.11946131,0.0
0.55795312,-0.00884504,-0.04916513,-0.40073586,0.57288661,-0.21760028,-1.99703766,0.01278246,0.37982705,-1.82342415,-0.30177269,-1.14182435,0.0
0.55709532,-0.00895831,-0.05012948,-0.40268949,0.56327662,-0.20749153,-2.00040831,0.01298665,0.3899806,-1.85910772,-0.30552431,-1.16360276,0.0
0.55623795,-0.00904624,-0.05107722,-0.40459234,0.55409562,-0.19888772,-2.00275039,0.0131867,0.40077775,-1.89413269,-0.30862563,-1.18472928,0.0
0.55537965,-0.00910524,-0.05200762,-0.40644398,0.54535582,-0.19178459,-2.00408017,0.01338257,0.41232762,-1.92846248,-0.31098936,-1.20514546,0.0
0.55451931,-0.0091324,-0.05292007,-0.40824418,0.53706188,-0.18616635,-2.00441786,0.01357415,0.42471883,-1.96206838,-0.31254494,-1.22480457,0.0
0.55365607,-0.00912555,-0.0538142,-0.40999298,0.52921303,-0.18201076,-2.00378473,0.01376139,0.43801657,-1.99493011,-0.31324074,-1.24367278,0.0
0.55278946,-0.00908351,-0.05468985,-0.41169074,0.52180251,-0.1792894,-2.00220214,0.01394422,0.4522574,-2.02703723,-0.31304808,-1.26173174,0.0
0.55191937,-0.00900601,-0.05554706,-0.41333819,0.51481931,-0.17797137,-1.99968972,0.01412262,0.46744869,-2.05838873,-0.31196156,-1.2789785,0.0
0.55104603,-0.00889376,-0.05638608,-0.41493643,0.50824881,-0.17802454,-1.99626463,0.01429649,0.48356841,-2.08899288,-0.30999907,-1.29542543,0.0
0.55017009,-0.00874844,-0.05720738,-0.41648691,0.50207116,-0.17941294,-1.99194274,0.01446581,0.50056405,-2.11886724,-0.30720266,-1.31110056,0.0
0.54929257,-0.00857265,-0.05801151,-0.41799145,0.49626158,-0.18209616,-1.98673935,0.01463053,0.51835549,-2.14803734,-0.30363609,-1.3260458,0.0
0.54841481,-0.00836975,-0.05879923,-0.41945217,0.49078919,-0.18602656,-1.98067084,0.01479062,0.53683832,-2.17653561,-0.29938213,-1.3403152,0.0
0.5475384,-0.00814374,-0.05957134,-0.42087147,0.48561615,-0.19114631,-1.97375684,0.01494605,0.55588858,-2.20439977,-0.29453884,-1.35397237,0.0
0.54666517,-0.00789909,-0.06032872,-0.4222519,0.48069597,-0.19738265,-1.96602326,0.01509678,0.57536717,-2.23167114,-0.28921596,-1.36708802,0.0
0.54579699,-0.00764047,-0.06107229,-0.42359615,0.47597512,-0.20464934,-1.95750244,0.01524279,0.59512926,-2.25839212,-0.28352752,-1.37973531,0.0
0.5449358,-0.00737254,-0.06180289,-0.42490686,0.47139156,-0.21284263,-1.94823569,0.01538405,0.61502881,-2.28460467,-0.27758834,-1.39198748,0.0
0.54408345,-0.00709978,-0.06252133,-0.4261866,0.4668775,-0.22184488,-1.9382724,0.01552056,0.63492688,-2.31034794,-0.27150737,-1.40391367,0.0
0.54324164,-0.00682619,-0.06322827,-0.42743779,0.46236096,-0.23152692,-1.92766937,0.01565231,0.65469691,-2.33565695,-0.26538367,-1.41557638,0.0
0.54241186,-0.00655533,-0.0639243,-0.42866266,0.45776804,-0.24175179,-1.91648918,0.01577928,0.67422858,-2.36056153,-0.25930336,-1.42702958,0.0
0.54159534,-0.00629008,-0.06460987,-0.42986312,0.45302503,-0.25237882,-1.90479832,0.01590147,0.69342986,-2.38508593,-0.25333814,-1.43831791,0.0
0.54079312,-0.00603278,-0.06528527,-0.43104088,0.44806069,-0.26326815,-1.89266494,0.0160189,0.71222773,-2.40924877,-0.24754469,-1.44947631,0.0
0.54000597,-0.00578514,-0.0659508,-0.43219738,0.44280725,-0.27428318,-1.88015739,0.01613154,0.73056671,-2.4330636,-0.24196594,-1.46053093,0.0
0.53923442,-0.00554838,-0.06660656,-0.43333384,0.43720209,-0.28529441,-1.86734203,0.01623941,0.7484078,-2.45653951,-0.23663188,-1.4714998,0.0
0.53847887,-0.00532329,-0.06725264,-0.43445128,0.43118765,-0.29617937,-1.85428327,0.01634254,0.76572531,-2.47968176,-0.23156211,-1.48239431,0.0
